ratio,media,source,jobs,recordsize,mode,iters,source_bytes,elapsed_ms,write_bw_mib_s,cpu_active_pct,cpu_system_pct,cpu_iowait_pct,cpu_active_s_per_gib_calc,compressratio,qat_byte_share_pct_calc,comp_requests_delta,comp_in_delta,dc_fails_delta,sha_ok,effective_level,effective_hufftype,effective_min_buf,effective_max_buf,stamp
medium,hdd,tiff,1,512K,qat,2,191346108.0,609.9425,299.345,3.47173,1.56,1.18,7.604926982963509,24.49,100.00993592197862,730.0,382730240.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,512K,sw,2,191346108.0,587.3430000000001,310.70000000000005,9.798528000000001,4.595,0.975,20.668684977824512,24.42,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,1M,qat,2,191346108.0,570.7625,319.86,9.3092895,4.515,1.065,19.082364120196978,25.17,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,1M,sw,2,191346108.0,544.674,335.035,9.300663,4.71,0.6,18.193269968474297,25.17,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,128K,qat,2,765384432.0,1104.8395,662.425,12.314038499999999,12.395,3.16,12.215181356974496,16.9,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,128K,sw,2,765384432.0,1082.1205,675.175,12.312910500000001,12.620000000000001,2.8,11.962902597991082,16.9,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,512K,qat,2,765384432.0,1019.4555,716.015,3.6795004999999996,3.96,2.02,3.367885817430783,24.58,100.00993592197862,2920.0,1530920960.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,512K,sw,2,765384432.0,967.0485,755.21,11.555496999999999,13.24,1.9649999999999999,10.033145359017366,24.51,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,1M,qat,2,765384432.0,905.242,806.49,11.367177,13.895,1.595,9.23884194686861,25.26,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,1M,sw,2,765384432.0,927.971,786.74,11.412811000000001,13.61,1.5699999999999998,9.508833634295433,25.26,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,128K,qat,2,1530768864.0,1472.6425,995.2650000000001,12.3853415,18.735,4.205,8.187956743298692,16.91,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,128K,sw,2,1530768864.0,1518.8449999999998,962.3900000000001,12.6808975,18.52,3.835,8.646367126977797,16.91,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,512K,qat,2,1530768864.0,1497.9814999999999,975.8800000000001,3.9332380000000002,5.734999999999999,3.525,2.6450074527821825,24.6,100.2839357464224,5856.0,3070230528.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,512K,sw,2,1530768864.0,1442.068,1012.785,11.984992,18.424999999999997,3.525,7.7587849041318595,24.52,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,1M,qat,2,1530768864.0,1442.772,1015.19,12.274148499999999,18.875,2.8449999999999998,7.949856739708528,25.28,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,1M,sw,2,1530768864.0,1667.0169999999998,880.28,16.6195225,21.939999999999998,2.3049999999999997,12.437376873268816,25.28,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,128K,qat,2,201326592.0,793.332,242.305,33.124407,12.205,0.39499999999999996,89.69779901140993,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,128K,sw,2,201326592.0,772.7015,248.495,32.7698125,12.405,0.515,86.42998024010667,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,512K,qat,2,201326592.0,852.0915,225.32999999999998,5.104248500000001,1.7349999999999999,0.255,14.845565476651522,1.96,100.0,768.0,402653184.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,512K,sw,2,201326592.0,811.3665,236.64999999999998,35.0770955,12.625,0.405,97.14476443648256,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,1M,qat,2,201326592.0,784.7145,244.725,33.982569999999996,12.645,0.9650000000000001,91.0220473216512,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,1M,sw,2,201326592.0,780.2605,246.105,33.873864499999996,12.68,0.775,90.21589658181034,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,128K,qat,2,805306368.0,1342.7395000000001,574.245,38.620411000000004,33.84,0.8,44.25143582373079,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,128K,sw,2,805306368.0,1279.607,600.2,39.461245500000004,36.09,0.22499999999999998,43.08896936150912,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,512K,qat,2,805306368.0,1198.3090000000002,640.905,5.5065729999999995,5.305,0.565,5.630784840581974,1.96,100.0,3072.0,1610612736.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,512K,sw,2,805306368.0,1327.4054999999998,578.575,40.324728500000006,35.555,0.41500000000000004,45.67660065869376,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,1M,qat,2,805306368.0,1247.136,615.815,40.0093265,37.545,0.395,42.578834273198076,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,1M,sw,2,805306368.0,1263.2395000000001,607.975,39.905973,36.965,0.15000000000000002,43.01721717720193,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,128K,qat,2,1610612736.0,1753.8980000000001,875.7650000000001,40.1552785,53.58,0.9299999999999999,30.049392064253016,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,128K,sw,2,1610612736.0,1913.3004999999998,803.52,40.8346965,49.974999999999994,0.475,33.335059298473915,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,512K,qat,2,1610612736.0,1436.8310000000001,1069.695,5.9884005,9.64,1.01,3.6711763109612803,1.96,100.22786458333333,6158.0,3228565504.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,512K,sw,2,1610612736.0,1938.4315000000001,792.495,40.635558,49.045,1.0350000000000001,33.608211476171526,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,1M,qat,2,1610612736.0,1937.491,794.9549999999999,42.386343999999994,51.254999999999995,0.53,35.0392149431057,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,1M,sw,2,1610612736.0,1979.755,776.15,39.700389,46.935,1.21,33.5347386132032,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,128K,qat,2,201326592.0,735.1725,261.95,53.2493745,21.215,0.8049999999999999,133.62338397730562,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,128K,sw,2,201326592.0,702.13,273.53999999999996,52.3575615,21.810000000000002,1.625,125.48032735912962,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,512K,qat,2,201326592.0,431.10249999999996,445.37,3.134271,2.075,0.82,4.6120689110272,1.0,100.0,768.0,402653184.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,512K,sw,2,201326592.0,715.894,268.23,55.2832345,22.545,1.145,135.08927446747478,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,1M,qat,2,201326592.0,733.9385,261.685,55.3340445,22.07,1.385,138.62156158041856,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,1M,sw,2,201326592.0,712.5735,269.45,53.631523,22.009999999999998,0.925,130.44531901249024,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,128K,qat,2,805306368.0,1394.1975,551.02,60.823632,51.09,1.01,72.3627995096064,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,128K,sw,2,805306368.0,1543.4564999999998,501.65999999999997,58.545454,44.925,0.03,77.1092151652275,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,512K,qat,2,805306368.0,848.182,905.5,3.358263,4.57,1.245,2.43065022111232,1.0,100.0,3072.0,1610612736.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,512K,sw,2,805306368.0,1453.3315,528.44,64.3899665,51.84,0.1,79.85490483063019,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,1M,qat,2,805306368.0,1414.217,543.08,64.5546375,53.46,0.13,77.904440133408,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,1M,sw,2,805306368.0,1405.662,546.37,64.6454565,53.8,0.135,77.54211129574655,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,128K,qat,2,1610612736.0,2386.8225,646.265,60.7457455,59.91,0.83,61.86210651250081,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,128K,sw,2,1610612736.0,2264.8935,678.235,62.1227655,64.21000000000001,0.6,60.032617720735686,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,512K,qat,2,1610612736.0,1147.3049999999998,1338.9,3.8753515,7.745,1.725,1.8970496651551993,1.0,100.21158854166667,6157.0,3228041216.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,512K,sw,2,1610612736.0,2450.1145,627.4300000000001,64.3083585,61.519999999999996,0.875,67.22681242967393,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,1M,qat,2,1610612736.0,2519.5805,609.65,64.76227349999999,60.16,1.175,69.62080488374046,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,1M,sw,2,1610612736.0,2519.174,612.485,64.128215,59.95,0.965,68.92805627494828,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,128K,qat,2,191346108.0,579.8205,315.29499999999996,9.869621,4.645,0.355,20.552007642130793,16.86,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,128K,sw,2,191346108.0,568.4010000000001,321.04499999999996,9.8188385,4.76,0.27,20.04357387003447,16.86,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,512K,qat,2,191346108.0,537.9285,339.255,3.081464,1.55,0.33,5.953081982366489,24.49,100.00993592197862,730.0,382730240.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,512K,sw,2,191346108.0,528.7149999999999,345.49,8.906622500000001,4.630000000000001,0.16,16.91199681368326,24.42,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,1M,qat,2,191346108.0,522.9269999999999,348.975,9.061294499999999,4.78,0.31,17.017333987037482,25.17,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,1M,sw,2,191346108.0,525.5135,347.325,9.228099,4.859999999999999,0.29500000000000004,17.41631748955108,25.17,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,128K,qat,2,765384432.0,765.3865000000001,953.6949999999999,11.2994655,16.335,0.08,7.7649545457180125,16.9,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,128K,sw,2,765384432.0,772.4345000000001,945.03,11.057668,15.855,0.37,7.668764985818412,16.9,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,512K,qat,2,765384432.0,827.4159999999999,882.185,3.6884175,4.845,0.62,2.74008609086855,24.58,100.00993592197862,2920.0,1530920960.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,512K,sw,2,765384432.0,752.8695,969.54,11.082222999999999,16.295,0.125,7.491120929212055,24.51,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,1M,qat,2,765384432.0,714.9110000000001,1021.525,10.932394500000001,16.955,0.13999999999999999,7.017258801659471,25.26,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,1M,sw,2,765384432.0,713.5895,1022.935,11.140744000000002,17.3,0.04,7.137775190224227,25.26,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,128K,qat,2,1530768864.0,829.0895,1761.0749999999998,11.622219,31.060000000000002,0.185,4.325742800102025,16.91,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,128K,sw,2,1530768864.0,870.8744999999999,1680.22,12.179867,30.965,0.245,4.761769226703358,16.91,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,512K,qat,2,1530768864.0,1027.4655,1420.94,4.20801,8.935,0.7350000000000001,1.9409494966258896,24.6,100.24968576836693,5854.0,3069181952.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,512K,sw,2,1530768864.0,992.5885000000001,1470.875,14.358058499999999,32.01,0.185,6.397866615403838,24.52,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,1M,qat,2,1530768864.0,777.0485,1878.7350000000001,11.556598000000001,32.97,0.44999999999999996,4.031330058458595,25.28,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,1M,sw,2,1530768864.0,816.5425,1787.88,11.714396,31.795,0.19,4.294068014955061,25.28,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
unknown,hdd,mixed,1,128K,qat,2,201326592.0,1384.9074999999998,138.695,8.056414,1.685,2.75,38.08388495941973,1.88,100.0,3072.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,128K,sw,2,201326592.0,1295.807,148.57,35.658419,8.045,2.285,157.71794414637398,1.88,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,512K,qat,2,201326592.0,1301.3985,147.67,5.8447344999999995,1.295,2.8049999999999997,25.962935334223356,1.96,100.0,768.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,512K,sw,2,201326592.0,1223.2130000000002,157.285,34.995197000000005,8.335,1.47,146.11312608584026,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,1M,qat,2,201326592.0,1245.4195,154.175,5.4208335000000005,1.255,2.915,23.04413609694976,1.96,100.0,384.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,1M,sw,2,201326592.0,1140.6664999999998,168.4,34.728463500000004,8.885,1.84,135.21440396261633,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,128K,qat,2,805306368.0,3346.185,229.56,9.24066,3.2,4.04,26.385884059391998,1.88,100.0,12288.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,128K,sw,2,805306368.0,3367.3135,228.11,42.0048225,14.585,3.76,120.69837300851522,1.88,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,512K,qat,2,805306368.0,2918.626,263.15,6.6986615,2.6500000000000004,3.68,16.683424101631147,1.96,100.0,3072.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,512K,sw,2,805306368.0,3017.1205,254.565,41.4608835,16.08,3.5300000000000002,106.74558426108736,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,1M,qat,2,805306368.0,3020.5575,254.345,6.196365500000001,2.385,3.76,15.9713948021472,1.96,100.0,1536.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,1M,sw,2,805306368.0,2912.3885,263.71,39.6705565,15.93,3.485,98.59078190011756,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,128K,qat,2,1610612736.0,5994.8405,256.28,9.3371325,3.605,6.895,23.8825045610096,1.88,100.04475911458333,24587.0,3222667264.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,128K,sw,2,1610612736.0,6211.0925,247.375,42.134853,15.88,6.475,111.6601469682784,1.88,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,512K,qat,2,1610612736.0,5454.696,281.605,6.9927215,2.96,6.234999999999999,16.27441919793664,1.96,100.244140625,6159.0,3229089792.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,512K,sw,2,1610612736.0,5620.2785,273.3,41.329952,17.2,5.6899999999999995,99.108625336163,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,1M,qat,2,1610612736.0,5613.029,273.65999999999997,6.898168500000001,2.8499999999999996,5.970000000000001,16.52037113061824,1.96,100.48828125,3087.0,3236954112.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,1M,sw,2,1610612736.0,5487.724,279.9,40.5185755,17.265,5.71,94.8713639326558,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,128K,qat,2,201326592.0,1743.1465,110.38,6.5121845,1.075,2.9299999999999997,38.74710739124651,1.0,100.0,3072.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,128K,sw,2,201326592.0,1753.9285,109.515,54.551365000000004,9.094999999999999,2.2350000000000003,326.5849814610006,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,512K,qat,2,201326592.0,1570.4115,122.455,4.2625399999999996,0.785,3.1550000000000002,22.848654797516797,1.0,100.0,768.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,512K,sw,2,201326592.0,1623.125,118.33500000000001,56.113018499999995,10.09,1.835,310.8810859616,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,1M,qat,2,201326592.0,1557.3004999999998,123.5,4.356599,0.8,2.615,23.157875374078287,1.0,100.0,384.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,1M,sw,2,201326592.0,1611.5515,119.16,58.3550085,10.57,2.175,320.9970397207475,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,128K,qat,2,805306368.0,5130.3965,149.715,6.412516,1.4449999999999998,4.52,28.073599695013545,1.0,100.0,12288.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,128K,sw,2,805306368.0,5126.4355,149.94,63.243491,14.445,3.93,276.662338053402,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,512K,qat,2,805306368.0,4958.3675,154.94,4.508868,1.04,4.665,19.0776529518848,1.0,100.0,3072.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,512K,sw,2,805306368.0,4954.3330000000005,155.02,65.5074885,15.469999999999999,3.89,276.9458449260121,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,1M,qat,2,805306368.0,4996.106,153.72,4.347347,1.0,4.5,18.534234820933975,1.0,100.0,1536.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,1M,sw,2,805306368.0,4878.130999999999,157.445,62.942691,15.105,3.76,262.0097640025779,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,128K,qat,2,1610612736.0,9689.664,158.535,6.861569,1.63,7.08,28.367487199068165,1.0,100.03662109375,24585.0,3222405120.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,128K,sw,2,1610612736.0,9735.013500000001,157.8,64.3937485,15.475,6.595000000000001,267.4662446775914,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,512K,qat,2,1610612736.0,9660.6415,159.0,4.884112,1.16,7.025,20.131692833215148,1.0,100.244140625,6159.0,3229089792.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,512K,sw,2,1610612736.0,9714.894499999999,158.11,65.9883175,15.899999999999999,6.445,273.52300490453484,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,1M,qat,2,1610612736.0,9254.738000000001,165.97,4.6200600000000005,1.145,6.885,18.243176466892805,1.0,100.52083333333333,3088.0,3238002688.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,1M,sw,2,1610612736.0,9582.5815,160.29000000000002,66.377216,16.215,6.234999999999999,271.38776834692436,1.0,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,128K,qat,2,191346108.0,782.5515,233.395,5.211256,1.835,1.405,14.645882556013103,16.88,100.00993592197862,2920.0,382730240.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,128K,sw,2,191346108.0,787.7275,231.68,10.9851705,3.855,1.365,31.077281380385223,16.86,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,512K,qat,2,191346108.0,616.0415,296.905,3.5092464999999997,1.565,0.9099999999999999,7.763973706523961,24.49,100.00993592197862,730.0,382730240.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,512K,sw,2,191346108.0,579.475,314.94,9.5535305,4.5600000000000005,1.335,19.881942316648917,24.42,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,1M,qat,2,191346108.0,576.486,317.105,3.0805024999999997,1.45,1.355,6.377794788792512,25.15,100.2839357464224,366.0,383778816.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,1M,sw,2,191346108.0,601.449,304.77,9.793422,4.51,1.265,21.154048060869915,25.17,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,128K,qat,2,765384432.0,1076.8110000000001,678.2,5.036632,5.15,3.555,4.869450140162271,16.92,100.00993592197862,11680.0,1530920960.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,128K,sw,2,765384432.0,1045.0495,698.81,11.794084,12.515,2.625,11.06627091195607,16.9,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,512K,qat,2,765384432.0,995.4680000000001,733.7,3.6330335,3.985,2.145,3.247109437343825,24.58,100.00993592197862,2920.0,1530920960.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,512K,sw,2,765384432.0,970.9365,752.03,11.408249999999999,13.015,2.1,9.94512112444059,24.51,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,1M,qat,2,765384432.0,1001.7725,729.005,3.7137075,4.025,1.84,3.3402349801731472,25.25,100.2839357464224,1464.0,1535115264.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,1M,sw,2,765384432.0,925.0755,789.115,11.195287,13.41,1.745,9.29849432115332,25.26,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,128K,qat,2,1530768864.0,1673.2165,872.5550000000001,5.4652005,7.175,4.234999999999999,4.105144623746844,16.93,100.05274839454796,23370.0,3063152640.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,128K,sw,2,1530768864.0,1487.167,981.7049999999999,12.7339,18.97,3.695,8.501418559752581,16.91,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,512K,qat,2,1530768864.0,1484.4185,983.585,3.9047205,5.765000000000001,3.4450000000000003,2.6020553746958375,24.6,100.21543579031145,5852.0,3068133376.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,512K,sw,2,1530768864.0,1416.6195,1030.635,11.7774745,18.42,3.1799999999999997,7.489892976634939,24.52,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,1M,qat,2,1530768864.0,1395.4115000000002,1052.58,3.9272085,6.205,2.875,2.4601210709276407,25.26,100.83193539530994,2944.0,3087007744.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,1M,sw,2,1530768864.0,1383.354,1056.24,12.3599015,19.845,2.825,7.6757101011561195,25.28,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,128K,qat,2,201326592.0,929.4515,206.625,6.232274,1.93,0.25,19.772062439120216,1.88,100.0,3072.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,128K,sw,2,201326592.0,777.2385,247.03,33.015201,12.405000000000001,0.05,87.58847249899009,1.88,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,512K,qat,2,201326592.0,854.3755,224.73,5.234147,1.755,0.38,15.264177357477545,1.96,100.0,768.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,512K,sw,2,201326592.0,816.299,235.20499999999998,35.90127,12.8,0.48500000000000004,100.0317296630784,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,1M,qat,2,201326592.0,837.0025,229.47,5.0126355,1.725,0.325,14.3209418925696,1.96,100.0,384.0,402653184.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,1M,sw,2,201326592.0,796.7735,240.98000000000002,35.3309725,12.92,0.8400000000000001,96.08800466680748,1.96,0.0,0,0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,128K,qat,2,805306368.0,1226.226,626.355,6.1160464999999995,5.785,0.575,6.39970580096768,1.88,100.0,12288.0,1610612736.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
